class_val,area,fractal_dimension,core_area_index
1,525.9264,1.1461228830816694,54.82866043613707
1,925.696,1.229690853582491,38.05309734513274
1,135.9872,1.1148495729676509,40.96385542168675
1,44.2368,1.1007187426420635,18.51851851851852
1,26.2144,1.064995833413462,12.5
1,29.4912,1.090471269949889,22.22222222222222
1,124.5184,1.150128197766789,26.31578947368421
1,13.1072,1.0588235294117647,0.0
1,335.872,1.1538832649851254,41.951219512195124
1,19.6608,1.0901316963659238,0.0
1,40.96,1.0993356105229015,28.0
1,14.7456,1.0681380379555552,0.0
1,24.576,1.0834309470255015,20.0
1,26.2144,1.089706102450845,0.0
1,14.7456,1.1299338485551025,0.0
1,63.8976,1.1038251698338355,28.205128205128204
1,31.1296,1.0858099461771678,21.05263157894737
1,334.2336,1.158577192314884,45.588235294117645
1,162.2016,1.0664414021805348,57.57575757575758
1,13.1072,1.0099955883201361,12.5
1,72.0896,1.0815898595905604,40.90909090909091
1,57.344,1.1352209056146465,11.428571428571429
1,19.6608,1.0901316963659238,0.0
1,55.7056,1.1269059268496222,14.705882352941176
1,121.2416,1.1372750057529357,21.62162162162162
1,122.88,1.1082657407864844,41.333333333333336
1,245.76,1.1305386488954645,44.666666666666664
1,13.1072,1.0361594025950123,12.5
1,31.1296,1.0505261480965153,31.57894736842105
1,18.0224,1.06783866720341,0.0
1,16.384,1.0391452903740417,0.0
1,29.4912,1.0795151792073006,16.666666666666668
1,24.576,1.0565130297894516,13.333333333333334
1,16.384,1.076315297445296,0.0
1,34.4064,1.0664621207451825,23.80952380952381
1,32.768,1.0705592633336767,20.0
1,42.5984,1.069493568143118,26.923076923076923
2,62.2592,1.1282233879511328,15.789473684210526
2,12294.5536,1.3110064763722806,46.13539445628997
2,73.728,1.0797908135310752,35.55555555555556
2,26.2144,1.0357697883208181,18.75
2,40.96,1.0821219321336362,28.0
2,412.8768,1.1631430056872305,47.22222222222222
2,37.6832,1.0797059468068564,21.73913043478261
2,21.2992,1.0960676539802747,7.692307692307692
2,13.1072,1.0788147060520368,0.0
2,37.6832,1.0797059468068564,26.08695652173913
2,14.7456,1.0681380379555552,0.0
2,18.0224,1.0835898699634303,9.090909090909092
2,101.5808,1.1311307199065483,22.580645161290324
2,93.3888,1.094946927792445,36.8421052631579
2,19.6608,1.0901316963659238,0.0
2,22.9376,1.0469750432547937,21.428571428571427
2,114.688,1.1480377956781576,25.714285714285715
2,85.1968,1.121233259498087,25.0
2,60.6208,1.1405005756162718,16.216216216216218
2,44.2368,1.1410827942216923,7.4074074074074066
2,37.6832,1.0797059468068564,30.434782608695652
2,24.576,1.0411554194867834,26.666666666666668
2,78.6432,1.1278442957398338,10.416666666666668
3,150.7328,1.1033102459630288,41.30434782608695
3,22.9376,1.0765172640938898,0.0
3,58.9824,1.0842314116509961,25.0
3,14.7456,1.0259048797612995,11.11111111111111
3,142.5408,1.1473808022748528,22.988505747126435
3,90.112,1.0873759597840256,36.36363636363636
3,70.4512,1.1126539310076786,25.58139534883721
3,13.1072,1.0788147060520368,0.0
3,13.1072,1.096697422927925,0.0
3,24.576,1.0565130297894516,20.0
3,36.0448,1.0834569781556704,13.636363636363637
3,52.4288,1.162567802037732,0.0
3,26.2144,1.089706102450845,6.25
3,27.8528,1.0726147501481778,11.76470588235294
3,26.2144,1.0357697883208181,37.5
3,91.7504,1.160362213081997,10.714285714285714
3,101.5808,1.106974587957667,37.096774193548384
3,21.2992,1.1081481678679534,0.0
3,188.416,1.1787108087972895,24.347826086956523
3,24.576,1.0411554194867834,20.0
3,22.9376,1.1126740202540757,0.0
3,22.9376,1.1014948559159041,0.0
3,19.6608,1.06021586278675,8.333333333333334
3,6024.3968,1.275780015085325,48.626597769921126
3,65.536,1.0607562002215727,42.5
3,68.8128,1.1035751411094432,21.42857142857143
3,117.9648,1.1115017398257439,29.166666666666668
3,60.6208,1.0820003281689945,29.72972972972973
3,13.1072,1.0788147060520368,0.0
3,34.4064,1.1143704491258504,14.285714285714286
3,19.6608,1.0901316963659238,8.333333333333334
3,101.5808,1.0779574716888158,45.16129032258065
3,67.1744,1.131774958711056,7.317073170731708
3,45.8752,1.097648035852359,10.714285714285714
3,14.7456,1.0483447073000003,0.0
3,73.728,1.1035264270679959,28.88888888888889
3,26.2144,1.064995833413462,12.5
3,31.1296,1.0505261480965153,31.57894736842105
4,18.0224,1.0309613962911408,0.0
4,42.5984,1.069493568143118,30.769230769230766
4,22.9376,1.0765172640938898,7.142857142857142
4,14.7456,1.0259048797612995,11.11111111111111
4,32.768,1.0325803670495683,40.0
4,26.2144,1.0778266353490102,6.25
